song,artist,genre
Better Than I Used To Be,Tim McGraw,Country
Over You,Miranda Lambert,Country
I'm All Yours,Jay Sean,Pop
Drink On It,Blake Shelton,Country
Moves Like Jagger,Maroon 5,Pop
Around My Way,Lupe Fiasco,Rap/Hip Hop
Undefeated,Jason Derulo,
We've Got Tonight,Phillip Phillips,
Got My Country On,Chris Cagle,Country
"Young, Wild & Free",Snoop Dogg,Rap/Hip Hop
Paradise,Coldplay,Rock
Ass Back Home,Gym Class Heroes,Alternative
Feel Like A Rock Star,Kenny Chesney,Country
Dancin' Away With My Heart,Lady Antebellum,
This Ole Boy,Craig Morgan,Country
Rack City,Tyga,Rap/Hip Hop
99 Problems,Tony Lucca,Rock
Turn To You,Justin Bieber,Pop
Yesterday,Adam Levine,Pop
Talk That Talk,Rihanna,Pop
I Believe I Can Fly,Jermaine Paul,R&B
The Prayer,Christina Aguilera,Pop
Another Round,Fat Joe,Rap/Hip Hop
A Woman Like You,Lee Brice,Country
"It's A Man's, Man's, Man's World",Juliet Simms,Rock
Shake It Out,Glee Cast,Pop
Safe & Sound,Taylor Swift,Pop
Scary Monsters And Nice Sprites,Skrillex,Electro
Domino,Jessie J,Pop
International Love,Pitbull,Pop
How Will I Know,Glee Cast,Pop
Strip,Chris Brown,Rap/Hip Hop
Stay Schemin,Rick Ross,Rap/Hip Hop
Loud,Mac Miller,
It's Not Right But It's Okay,Glee Cast,Pop
Magic,Future,Rap/Hip Hop
Alone With You,Jake Owen,Country
Somebody That I Used To Know,Glee Cast,Pop
Way Too Cold,Kanye West,
Sweet Love,Chris Brown,Rap/Hip Hop
Eyes Wide Open,Gotye,Alternative
Think Like A Man,Jennifer Hudson,Films/Games
Ni**as in Paris,Jay Z Kanye West,Rap/Hip Hop
It Will Rain,Bruno Mars,Films/Games
Can't Get Enough,J. Cole,Rap/Hip Hop
Roxanne,Juliet Simms,Rock
Sex Ain't Better Than Love,Trey Songz,R&B
Is Anybody Out There?,K'Naan,Pop
Where I Come From,Montgomery Gentry,Country
Mirror,Lil Wayne,Rap/Hip Hop
Hungry Like The Wolf / Rio,Glee Cast,Pop
You Gonna Fly,Keith Urban,Country
Not Over You,Gavin DeGraw,Pop
Tonight Is The Night,Outasight,Pop
Love This Life,T.I.,
Sorry For Party Rocking,LMFAO,Pop
Princess Of China,Coldplay,Rock
Bully,Shinedown,Rock
4:00 AM,Melanie Fiona,
Someone Like You,Adele,Pop
Rolling In The Deep,Adele,Pop
Love On Top,Beyonce,Pop
I Dont Really Care,Waka Flocka Flame,Rap/Hip Hop
Levels,Avicii,Dance
She Doesn't Mind,Sean Paul,Pop
Do It Like You,Diggy,Rap/Hip Hop
Love's Gonna Make It Alright,George Strait,Country
Give Me All Your Luvin',Madonna,Pop
I Do,Young Jeezy,Rap/Hip Hop
Mr. Wrong,Mary J. Blige,R&B
Naked,Dev,Pop
Ours,Taylor Swift,
The One That Got Away,Katy Perry,Pop
Without You,David Guetta,Dance
Home,Dierks Bentley,Country
Come Away To The Water,Maroon 5,Films/Games
You Da One,Rihanna,Pop
Lonely Boy,The Black Keys,Alternative
Reality,Kenny Chesney,Country
TTYLXOX,Bella Thorne,Pop
Dance,Big Sean,Rap/Hip Hop
Shake It Out,Florence + The Machine,Alternative
Gotta Have It,Jay Z Kanye West,Rap/Hip Hop
Blackout,Breathe Carolina,Alternative
Don't Stop,Foster The People,Alternative
Love You Like A Love Song,Selena Gomez,Pop
Work Out,J. Cole,Rap/Hip Hop
Lotus Flower Bomb,Wale,Rap/Hip Hop
Red Solo Cup,Toby Keith,Country
The Trouble With Girls,Scotty McCreery,Country
Cough Syrup,Young The Giant,Alternative
Live My Life,Far*East Movement,Dance
I Don't Want This Night To End,Luke Bryan,Country
You,Chris Young,Country
Roman Reloaded,Nicki Minaj,Rap/Hip Hop
When I'm Gone,Wiz Khalifa,Rap/Hip Hop
Make It Nasty,Tyga,Rap/Hip Hop
Thank You,Estelle,R&B
I Will Always Love You,Whitney Houston,Films/Games
Stereo Hearts,Gym Class Heroes,Alternative
Make Me Proud,Drake,Rap/Hip Hop
Fly / I Believe I Can Fly,Glee Cast,Pop
Cough Syrup,Glee Cast,Pop
What Doesn't Kill You,Glee Cast,Pop
Here's To Us,Glee Cast,Pop
Mutha***** Up,Tyga,
Glad You Came,Glee Cast,Pop
I Wanna Dance With Somebody,Whitney Houston,Pop
Greatest Love Of All,Whitney Houston,Pop
I Like It Like That,Hot Chelle Rae,Pop
Just A Kiss,Lady Antebellum,
How Will I Know,Whitney Houston,Pop
Runaway Baby,Bruno Mars,Pop
Heartbeat,The Fray,Pop
I'm Gonna Love You Through It,Martina McBride,Country
Ima Boss,Meek Mill,Rap/Hip Hop
Stupid Hoe,Nicki Minaj,Rap/Hip Hop
I Will Always Love You,Glee Cast,Pop
Stereo Hearts,Glee Cast,Pop
No Church In The Wild,Jay Z Kanye West,Rap/Hip Hop
Raise Your Weapon,deadmau5,Electro
All Your Life,The Band Perry,Country
Mr. Know It All,Kelly Clarkson,Pop
Keep Me In Mind,Zac Brown Band,Country
Say Aah,Lindsey Pavao,Alternative
Sexy And I Know It,Glee Cast,Pop
5 O'Clock,T-Pain,Rap/Hip Hop
Strange Clouds,B.o.B,Rap/Hip Hop
You The Boss,Rick Ross,Rap/Hip Hop
Smooth Criminal,Glee Cast,Pop
Round Of Applause,Waka Flocka Flame,Rap/Hip Hop
La Isla Bonita,Glee Cast,Pop
Snitches Ain't...,YG,Rap/Hip Hop
Brighter Than The Sun,Colbie Caillat,Pop
Give Me Everything,Pitbull,Pop
Drink In My Hand,Eric Church,Country
Human Nature,Glee Cast,Pop
Black Or White,Glee Cast,Pop
Wanna Be Startin' Somethin',Glee Cast,Pop
Bad,Glee Cast,Pop
T.H.E,will.i.am,Films/Games
Tattoos On This Town,Jason Aldean,Country
Bait A Hook,Justin Moore,Country
Storm Warning,Hunter Hayes,Country
Party,Beyonce,Pop
Headlines,Drake,Rap/Hip Hop
You Make Me Feel...,Cobra Starship,Pop
Pumped Up Kicks,Foster The People,Alternative
Let It Rain,David Nail,Country
Countdown,Beyonce,Pop
Marry The Night,Lady Gaga,Pop
Kyoto,Skrillex,Dance
Camouflage,Brad Paisley,Country
Without You,Glee Cast,Pop
Super Bass,Nicki Minaj,Rap/Hip Hop
We Found Love,Glee Cast,
Moves Like Jagger / Jumpin' Jack Flash,Glee Cast,Pop
The First Time Ever I Saw Your Face,Glee Cast,Pop
Amen,Edens Edge,Country
Summer Nights,Glee Cast,Pop
Tattoo,Van Halen,Rock
Called Out In The Dark,Snow Patrol,Alternative
Video Games,Lana Del Rey,Alternative
The Champ,Nelly,Rap/Hip Hop
Party On Fifth Ave.,Mac Miller,
Wish You Were Here,Avril Lavigne,Pop
When We Stand Together,Nickelback,Rock
Wild Boy,MGK,Rap/Hip Hop
Crawling Back To You,Daughtry,Pop
It Girl,Jason Derulo,Pop
She Will,Lil Wayne,Rap/Hip Hop
Fly,Nicki Minaj,Rap/Hip Hop
Set You Free,3OH!3,Alternative
That Way,Wale,Rap/Hip Hop
Play The Guitar,B.o.B,Rap/Hip Hop
God Gave Me You,Blake Shelton,Country
Easy,Rascal Flatts,Country
Mistletoe,Justin Bieber,
We Owned The Night,Lady Antebellum,
Blunt Blowin,Lil Wayne,Rap/Hip Hop
Donald Trump,Mac Miller,
Wobble,V.I.C.,Rap/Hip Hop
First Of The Year,Skrillex,Dance
Good Good Night,Roscoe Dash,Rap/Hip Hop
Better Than I Know Myself,Adam Lambert,Dance
Drummer Boy,Justin Bieber,
Nothing,The Script,Pop
Knock Knock,Mac Miller,
Baggage Claim,Miranda Lambert,Country
We Are Young,Glee Cast,Pop
Sleazy Remix 2.0 Get Sleazier,Ke$ha,
In The Dark,Dev,Pop
You And I,Lady Gaga,Pop
Bang Bang Pow Pow,T-Pain,Rap/Hip Hop
Do They Know It's Christmas?,Glee Cast,Pop
I Got You,Thompson Square,Country
Promise,Romeo Santos,Latin Music
All I Want For Christmas Is You,Michael Buble,
Survivor / I Will Survive,Glee Cast,Pop
Man In The Mirror,Glee Cast,Pop
Roman In Moscow,Nicki Minaj,Rap/Hip Hop
Sparks Fly,Taylor Swift,
ABC,Glee Cast,Pop
Red Solo Cup,Glee Cast,Pop
I'll Be Home For Christmas,Kelly Clarkson,Pop
Body 2 Body,Ace Hood,Rap/Hip Hop
Perfect,Glee Cast,Pop
Girls Just Want To Have Fun,Glee Cast,Pop
I Kissed A Girl,Glee Cast,Pop
Marvin & Chardonnay,Big Sean,Rap/Hip Hop
Rumour Has It / Someone Like You,Glee Cast,Pop
I'm The Only One,Glee Cast,Pop
Constant Craving,Glee Cast,Pop
I Like How It Feels,Enrique Iglesias,Pop
Otis,Jay Z Kanye West,Rap/Hip Hop
Marvins Room,Drake,Rap/Hip Hop
Good Life,OneRepublic,Rock
If I Die Young,The Band Perry,Country
Mr. Saxobeat,Alexandra Stan,Pop
One More Drinkin' Song,Jerrod Niemann,Country
Cheers,Rihanna,Pop
Lullaby,Nickelback,Rock
Rain Over Me,Pitbull,Pop
I Got Nothin',Darius Rucker,Country
El Verdadero Amor Perdona,Mana,Pop
Crazy Girl,Eli Young Band,Country
Country Must Be Country Wide,Brantley Gilbert,Country
If This Was A Movie,Taylor Swift,
Hate Sleeping Alone,Drake,
You And  I / You And I,Glee Cast,Pop
I Can't Go For That / You Make My Dreams,Glee Cast,Pop
Criminal,Britney Spears,Pop
Hit Me With Your Best Shot / One Way Or Another,Glee Cast,Pop
We'll Be Fine,Drake,Rap/Hip Hop
Footloose,Blake Shelton,Films/Games
Shot For Me,Drake,Rap/Hip Hop
Superman,Taylor Swift,
Lighters,Bad Meets Evil,Rap/Hip Hop
Run,Matt Nathanson,Pop
Smile Back,Mac Miller,
Uptown Girl,Glee Cast,Pop
Come Home,Faith Hill,Country
Cost Of Livin',Ronnie Dunn,Country
Wet The Bed,Chris Brown,R&B
Here For A Good Time,George Strait,Country
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,Alternative
Haunted,Taylor Swift,
Long Hot Summer,Keith Urban,Country
How To Love,Lil Wayne,Rap/Hip Hop
Last Friday Night,Katy Perry,Pop
Tonight Tonight,Hot Chelle Rae,Pop
Take A Back Road,Rodney Atkins,Country
Last Friday Night,Glee Cast,Pop
Better With The Lights Off,New Boyz,Rap/Hip Hop
Ambition,Wale,Rap/Hip Hop
Mrs. Right,Mindless Behavior,Pop
All I Want For Christmas Is You,Justin Bieber Duet,
Sweat,Bow Wow,Rap/Hip Hop
Christmas Song,Justin Bieber,
Take Over Control,Afrojack,Electro
Lessons In Love,Kaskade,Alternative
Dedication To My Ex,Lloyd,R&B
I Wanna Go,Britney Spears,Dance
I'm On One,DJ Khaled,Rap/Hip Hop
The Edge Of Glory,Lady Gaga,Pop
Made In America,Toby Keith,Country
Remind Me,Brad Paisley Duet,
Got 2 Luv U,Sean Paul,Pop
Skyscraper,Demi Lovato,Pop
Focused,Wale,Rap/Hip Hop
Quickie,Miguel,R&B
Keep Your Head Up,Andy Grammer,Pop
Best Thing I Never Had,Beyonce,Pop
Just Fishin',Trace Adkins,Country
Calling All The Monsters,China Anne McClain,Films/Games
Still Got It,Tyga,
Papi,Jennifer Lopez,Pop
Lost In Paradise,Evanescence,Rock
Faster,Matt Nathanson,Singer & Songwriter
Barefoot Blue Jean Night,Jake Owen,Country
Dirt Road Anthem,Jason Aldean,Country
Fix You,Glee Cast,Pop
Hangover,Taio Cruz,Pop
I'm Flexin',T.I.,Rap/Hip Hop
You And Tequila,Kenny Chesney,Country
Run The World,Glee Cast,Pop
Pretty Girls,Iyaz,Pop
Love Don't Run,Steve Holy,Country
No Sleep,Wiz Khalifa,Rap/Hip Hop
Motivation,Kelly Rowland,R&B
Somewhere,Glee Cast,Pop
Fight For You,Jason Derulo,Pop
After Midnight,Blink-182,
Every Teardrop Is A Waterfall,Coldplay,Rock
Fish,Craig Campbell,Country
Gucci Gucci,Kreayshawn,Rap/Hip Hop
Walk,Foo Fighters,Rock
Far Away,Tyga,
Knee Deep,Zac Brown Band,Country
It's Not Unusual,Glee Cast,Pop
You Can't Stop The Beat,Glee Cast,Pop
Y.U. Mad,Birdman,Rap/Hip Hop
Fix A Heart,Demi Lovato,Pop
We Got The Beat,Glee Cast,Pop
Love Done Gone,Billy Currington,Country
Unbroken,Demi Lovato,Pop
Beautiful People,Chris Brown,Dance
Just Can't Get Enough,The Black Eyed Peas,
Police Dog Blues,Hugh Laurie,Rock
Where Them Girls At,David Guetta,Dance
Out Of My Head,Lupe Fiasco,Rap/Hip Hop
Am I The Only One,Dierks Bentley,Country
Body And Soul,Tony Bennett,Pop
On The Floor,Jennifer Lopez,Pop
Disaster,JoJo,R&B
I Love You This Big,Scotty McCreery,Country
Hell On Heels,Pistol Annies,Country
E.T.,Katy Perry,Pop
MegaMan,Lil Wayne,Rap/Hip Hop
Country Girl,Luke Bryan,Country
My Body,Young The Giant,Alternative
It's Good,Lil Wayne,Rap/Hip Hop
How To Hate,Lil Wayne,Rap/Hip Hop
Nightmares Of The Bottom,Lil Wayne,Rap/Hip Hop
President Carter,Lil Wayne,Rap/Hip Hop
So Special,Lil Wayne,Rap/Hip Hop
"Save Me, San Francisco",Train,Pop
She Ain't You,Chris Brown,R&B
The Lazy Song,Bruno Mars,Pop
Frick Park Market,Mac Miller,
I'm Into You,Jennifer Lopez,Pop
Night Of Your Life,David Guetta,Dance
Don't Wanna Go Home,Jason Derulo,Pop
Never Gonna Leave This Bed,Maroon 5,Pop
What The Water Gave Me,Florence + The Machine,Alternative
Booty Wurk,T-Pain,Rap/Hip Hop
Man Down,Rihanna,Pop
Arms,Christina Perri,Pop
Till I'm Gone,Tinie Tempah,
Martians Vs Goblins,Game,Rap/Hip Hop
Honey Bee,Blake Shelton,Country
Don't You Wanna Stay,Jason Aldean,Country
Hello,Martin Solveig,Dance
Who Gon Stop Me,Jay Z Kanye West,Rap/Hip Hop
California King Bed,Rihanna,Pop
Don't Hold Your Breath,Nicole Scherzinger,Pop
Don't Stop The Party,The Black Eyed Peas,
On My Level,Wiz Khalifa,Rap/Hip Hop
Smile,Avril Lavigne,Pop
Old Alabama,Brad Paisley,Country
The Show Goes On,Lupe Fiasco,Rap/Hip Hop
Till The World Ends,Britney Spears,Pop
Sure Thing,Miguel,R&B
My Last,Big Sean,Rap/Hip Hop
What You Want,Evanescence,Rock
We Don't Get Down Like Y'all,T.I.,
Unusual,Trey Songz,R&B
Look At Me Now,Chris Brown,R&B
Homeboy,Eric Church,Country
Best Love Song,T-Pain,Rap/Hip Hop
Right There,Nicole Scherzinger,Pop
If Heaven Wasn't So Far Away,Justin Moore,Country
Under And Over It,Five Finger Death Punch,Rock
Ships In The Night,Mat Kearney,Rock
John,Lil Wayne,Rap/Hip Hop
Oh My,DJ Drama,Rap/Hip Hop
Tomorrow,Chris Young,Country
Mean,Taylor Swift,
Who Says,Selena Gomez,Pop
Dirty Dancer,Enrique Iglesias,Pop
Novacane,Frank Ocean,Alternative
I Smile,Kirk Franklin,Pop
F**kin' Perfect,P!nk,Pop
F**k You!,CeeLo Green,Pop
Up All Night,Blink-182,Rock
Outlaw,50 Cent,Rap/Hip Hop
Racks,YC,Rap/Hip Hop
Ballin',Young Jeezy,Rap/Hip Hop
The Story Of Us,Taylor Swift,
Hustle Hard,Ace Hood,Rap/Hip Hop
Far Away,Marsha Ambrosius,Pop
Blow,Ke$ha,Pop
Firework,Katy Perry,Pop
For The First Time,The Script,Pop
You Lie,The Band Perry,Country
What If,Colbie Caillat,Pop
Watch Me,Bella Thorne,Films/Games
Country Song,Seether,Rock
Run The World,Beyonce,Pop
Roll Up,Wiz Khalifa,Rap/Hip Hop
S&M,Rihanna,Pop
Iridescent,Linkin Park,Alternative
Without You,Keith Urban,Country
I Wouldn't Be A Man,Josh Turner,Country
Stitch By Stitch,Javier Colon,Pop
Taboo,Don Omar,Rap/Hip Hop
Inventing Shadows,Dia Frampton,Pop
Man In The Mirror,Adam Levine,Pop
I Won't Back Down,Blake Shelton,Pop
Written In The Stars,Tinie Tempah,
Little Bad Girl,David Guetta,Dance
Beautiful,Christina Aguilera,Pop
Afraid To Sleep,Vicci Martinez,Pop
Heartless,Dia Frampton,Pop
Shake Senora,Pitbull,Pop
Losing My Religion,Dia Frampton,Pop
Moving To Mars,Coldplay,
Backseat,New Boyz,Rap/Hip Hop
Major Minus,Coldplay,Rock
High,Big Sean,Rap/Hip Hop
Fix You,Javier Colon,Pop
Down On Me,Jeremih,R&B
Born This Way,Lady Gaga,Pop
Dog Days Are Over,Vicci Martinez,Pop
Best Friend's Brother,Victorious Cast,Pop
Heart Like Mine,Miranda Lambert,Country
The Man Who Can't Be Moved,Xenia,Pop
Next To You,Chris Brown,R&B
So In Love,Jill Scott,R&B
Price Tag,Jessie J,Pop
All Of The Lights,Kanye West,Rap/Hip Hop
Just The Way You Are,Bruno Mars,Pop
Angel,Javier Colon,Pop
Today Is Your Day,Shania Twain,Country
Jolene,Vicci Martinez,Pop
I Need A Doctor,Dr. Dre,Rap/Hip Hop
Black Horse And The Cherry Tree,Casey Weston,Country
The Cave,Mumford,Alternative
See No More,Joe Jonas,Pop
Price Tag,Xenia,Pop
Monster,Paramore,Alternative
I Won't Let Go,Rascal Flatts,Country
Pause,Pitbull,Pop
Bleed Red,Ronnie Dunn,Country
Somewhere Else,Toby Keith,Country
Judas,Lady Gaga,Pop
Bow Chicka Wow Wow,Mike Posner,Dance
Bang Bang Bang,Selena Gomez,Pop
You,Romeo Santos,Latin Music
Did It On'em,Nicki Minaj,Rap/Hip Hop
Teenage Daughters,Martina McBride,Country
Grenade,Bruno Mars,Pop
Like My Mother Does,Lauren Alaina,Country
Colder Weather,Zac Brown Band,Country
1+1,Beyonce,Pop
Danza Kuduro,Don Omar,Rap/Hip Hop
Cat Daddy,Rej3ctz,Rap/Hip Hop
Sing,My Chemical Romance,Alternative
 Feels So Good,Steven Tyler,Country
Light Up The World,Glee Cast,Pop
Pretending,Glee Cast,Pop
For Good,Glee Cast,Pop
Rise Above 1,Reeve Carney,Rock
What The Hell,Avril Lavigne,Pop
"I Love New York / New York, New York",Glee Cast,Pop
Live A Little,Kenny Chesney,Country
As Long As You're There,Glee Cast,Pop
I Do,Colbie Caillat,Pop
Rope,Foo Fighters,Rock
Hair,Lady Gaga,Pop
Moment 4 Life,Nicki Minaj,Rap/Hip Hop
A Little Bit Stronger,Sara Evans,Country
Pure Imagination,Glee Cast,Pop
I Can't Love You Back,Easton Corbin,Country
Back To Black,Glee Cast,Pop
9 Piece,Rick Ross,Rap/Hip Hop
Rolling In The Deep,Glee Cast,Pop
Boyfriend,Big Time Rush,Pop
My Man,Glee Cast,Pop
Look It Up,Ashton Shepherd,Country
Bring It Back,Travis Porter,Rap/Hip Hop
Jack Sparrow,The Lonely Island,Films/Games
Love Faces,Trey Songz,R&B
Friday,Glee Cast,Pop
Jar Of Hearts,Glee Cast,Pop
Tonight,Enrique Iglesias,Pop
Isn't She Lovely,Glee Cast,Pop
I'm Not Gonna Teach Your Boyfriend To Dance With You,Glee Cast,Pop
Dancing Queen,Glee Cast,Pop
I Am Woman,Jordin Sparks,Dance
Fast Lane,Bad Meets Evil,Rap/Hip Hop
This,Darius Rucker,Country
Turning Tables,Adele,Pop
Grove St. Party,Waka Flocka Flame,Rap/Hip Hop
Coming Home,Diddy - Dirty Money,Rap/Hip Hop
6 Foot 7 Foot,Lil Wayne,Rap/Hip Hop
Go Your Own Way,Glee Cast,Pop
More,Usher,Pop
What Do You Want,Jerrod Niemann,Country
Songbird,Glee Cast,Pop
Not Ready To Die,Avenged Sevenfold,Rock
Don't Stop,Glee Cast,Pop
Never Going Back Again,Glee Cast,Pop
I Feel Pretty / Unpretty,Glee Cast,Pop
Dreams,Glee Cast,Pop
Closer To The Edge,Thirty Seconds To Mars,Alternative
Hold It Against Me,Britney Spears,Pop
Jar Of Hearts,Christina Perri,Pop
Hey Baby,Pitbull,Pop
Somewhere Only We Know,Glee Cast,Pop
Born This Way,Glee Cast,Pop
Raise Your Glass,P!nk,Pop
Are You Gonna Kiss Me Or Not,Thompson Square,Country
Time After Time,Javier Colon,
Determinate,Bridgit Mendler,Films/Games
As If We Never Said Goodbye,Glee Cast,Pop
Angel,Akon,Pop
Barbra Streisand,Duck Sauce,Electro
You Be Killin Em,Fabolous,Rap/Hip Hop
Family Man,Craig Campbell,Country
Pretty Girl Rock,Keri Hilson,R&B
Dynamite,Taio Cruz,Pop
Turning Tables,Glee Cast,Pop
Beggin' On Your Knees,Victorious Cast,Pop
All By Myself,Glee Cast,Pop
Breakthrough,Bridgit Mendler,Films/Games
Somebody,Bridgit Mendler,Films/Games
Never Say Never,Justin Bieber,Pop
Friday,Rebecca Black,Pop
Stereo Love,Edward Maya,Electro
No Hands,Waka Flocka Flame,Rap/Hip Hop
Rocketeer,Far*East Movement,Pop
Red Nation,Game,Rap/Hip Hop
Where You At,Jennifer Hudson,R&B
Little Miss,Sugarland,Country
Yeah 3X,Chris Brown,R&B
Let Me Down Easy,Billy Currington,Country
Georgia Clay,Josh Kelley,Country
Boom,Snoop Dogg,Rap/Hip Hop
Fall For Your Type,Jamie Foxx,Rap/Hip Hop
Walking,Mary Mary,R&B
No BS,Chris Brown,R&B
Welcome To My Hood,DJ Khaled,Rap/Hip Hop
Marry Me,Train,Pop
The Story,Sara Ramirez,Rock
Loser Like Me,Glee Cast,Pop
This Is Country Music,Brad Paisley,Country
Black And Yellow,Wiz Khalifa,Rap/Hip Hop
The Time,The Black Eyed Peas,
Hello World,Lady Antebellum,
Get It Right,Glee Cast,Pop
Higher,Taio Cruz,Pop
Buzzin',Mann,Pop
From A Table Away,Sunny Sweeney,Country
F**k Him He's A DJ,Ke$ha,
Shake Me Down,Cage The Elephant,Alternative
Raise Your Glass,Glee Cast,Pop
Blackbird,Glee Cast,Pop
What's My Name?,Rihanna,Pop
Misery,Glee Cast,Pop
Hell To The No,Glee Cast,Pop
Who Are You When I'm Not Looking,Blake Shelton,Country
Landslide,Glee Cast,Pop
Candles,Glee Cast,Pop
Somewhere With You,Kenny Chesney,Country
Felt Good On My Lips,Tim McGraw,Country
Voices,Chris Young,Country
Dancing Crazy,Miranda Cosgrove,Pop
Back To December,Taylor Swift,
Only Girl,Rihanna,Pop
We R Who We R,Ke$ha,Pop
Waiting For The End,Linkin Park,Alternative
Do You Wanna Touch Me,Glee Cast,Pop
Animal,Glee Cast,
The Race,Wiz Khalifa,Rap/Hip Hop
Beautiful Lasers,Lupe Fiasco,Rap/Hip Hop
Kiss,Glee Cast,Pop
Who Dat Girl,Flo Rida,Rap/Hip Hop
Someone Else Calling You Baby,Luke Bryan,Country
Kush,Dr. Dre,Rap/Hip Hop
DJ Got Us Fallin' In Love,Usher,R&B
Teenage Dream,Katy Perry,Pop
Twisted,Gorilla Zoe,Rap/Hip Hop
What Are Words,Chris Medina,Pop
Maybe,Sick Puppies,Alternative
Whip My Hair,WILLOW,Pop
Country Boy,Aaron Lewis,Country
Wildflower,The JaneDear Girls,Country
Pray,Justin Bieber,
The Shape I'm In,Joe Nichols,Country
I Just Had Sex,The Lonely Island,Films/Games
21st Century Girl,WILLOW,Dance
Bass Down Low,Dev,Electro
Don't You Want Me,Glee Cast,Pop
Just A Dream,Nelly,Rap/Hip Hop
Blame It,Glee Cast,Pop
Tik Tok,Glee Cast,Pop
Lay It Down,Lloyd,R&B
Who's That Chick?,David Guetta,Dance
H*A*M,Kanye West Jay Z,
U Smile,Justin Bieber,Pop
Little Lion Man,Mumford,Alternative
Baby,Glee Cast,
Sing,Glee Cast,Pop
Take Me Or Leave Me,Glee Cast,Pop
Somebody To Love,Glee Cast,Pop
Born To Be Somebody,Justin Bieber,Pop
Hit The Lights,Jay Sean,Pop
Forget You,Glee Cast,Pop
Firework,Glee Cast,Pop
Do The John Wall,Troop 41,Rap/Hip Hop
Thriller / Heads Will Roll,Glee Cast,Pop
"Bills, Bills, Bills",Glee Cast,Pop
Silly Love Songs,Glee Cast,Pop
When I Get You Alone,Glee Cast,Pop
Fat Bottomed Girls,Glee Cast,Pop
P.Y.T.,Glee Cast,Pop
Need You Now,Glee Cast,Pop
Aston Martin Music,Rick Ross,Rap/Hip Hop
I Won't Give Up,Jana Kramer,Country
Put You In A Song,Keith Urban,Country
She's Not There,Glee Cast,Pop
Words I Never Said,Lupe Fiasco,Rap/Hip Hop
Make A Movie,Twista,Rap/Hip Hop
Boyfriend,New Hollow,Pop
Make It Rain,Travis Porter,Rap/Hip Hop
Rhythm of Love,Plain White T's,Pop
Bottoms Up,Trey Songz,R&B
Like A G6,Far*East Movement,Pop
Secrets,OneRepublic,Rock
Animal,Neon Trees,Alternative
Please Don't Go,Mike Posner,Pop
When You're Young,3 Doors Down,Rock
The Creep,The Lonely Island,Films/Games
Bullets In The Gun,Toby Keith,Country
The Ballad Of Mona Lisa,Panic! At The Disco,Alternative
Right Thru Me,Nicki Minaj,Rap/Hip Hop
Memories,David Guetta,Dance
Fire Flame,Birdman,Rap/Hip Hop
Lo Mejor De Mi Vida Eres Tu,Ricky Martin,Pop
Right Above It,Lil Wayne,Rap/Hip Hop
I Like It,Enrique Iglesias,Pop
Dog Days Are Over,Florence + The Machine,Alternative
Can't Be Friends,Trey Songz,R&B
Smoke A Little Smoke,Eric Church,Country
We No Speak Americano,Yolanda Be Cool,Pop
Help Is On The Way,Rise Against,Rock
Mama's Song,Carrie Underwood,Country
Marry You,Bruno Mars,Pop
Roman's Revenge,Nicki Minaj,Rap/Hip Hop
Freak The Freak Out,Victorious Cast,Pop
Stay The Night,James Blunt,Pop
Tighten Up,The Black Keys,Alternative
Give In To Me,Garrett Hedlund,Films/Games
"For You, And Your Denial",Yellowcard,Alternative
Club Can't Handle Me,Flo Rida,Rap/Hip Hop
No Love,Eminem,Rap/Hip Hop
Country Strong,Gwyneth Paltrow,Country
Hold My Hand,Michael Jackson Duet,
The Breath You Take,George Strait,Country
Turn On The Radio,Reba,Country
Stuck Like Glue,Sugarland,Country
Love The Way You Lie,Eminem,Rap/Hip Hop
My Kinda Party,Jason Aldean,Country
Mine,Taylor Swift,
Only Prettier,Miranda Lambert,Country
Anything Like Me,Brad Paisley,Country
Monster,Kanye West,Rap/Hip Hop
Porn Star Dancing,My Darkest Days,Rock
That's All She Wrote,T.I.,Rap/Hip Hop
Love Like Woe,The Ready Set,Pop
Deuces,Chris Brown,R&B
Runaway,Kanye West,Rap/Hip Hop
A Year Without Rain,Selena Gomez,Pop
Big Night,Big Time Rush,Pop
Why Wait,Rascal Flatts,Country
Shake,Jesse McCartney,Pop
Check It Out,will.i.am,Pop
Opposite Of Adults,Chiddy Bang,Rap/Hip Hop
As She's Walking Away,Zac Brown Band,Country
Hit It Again,3OH!3,Alternative
I Am The Champion,B.o.B,Pop
Pursuit Of Happiness,Kid Cudi,Rap/Hip Hop
Shake Up Christmas,Train,
Christmas Lights,Coldplay,
All I Want Is You,Miguel,R&B
Loving You No More,Diddy - Dirty Money,Rap/Hip Hop
When A Woman Loves,R. Kelly,R&B
September,Daughtry,Pop
Loca,Shakira,Pop
Letting Go,Sean Kingston,Pop
"Baby, It's Cold Outside",Glee Cast,
