song,artist,song_clean,artist_clean
Mr. Misunderstood,Eric Church,Mr. Misunderstood,Eric Church
Focus,Ariana Grande,Focus,Ariana Grande
Gonna Know We Were Here,Jason Aldean,Gonna Know We Were Here,Jason Aldean
Emperor's New Clothes,Panic! At The Disco,Emperor's New Clothes,Panic! At The Disco
Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne,Bottom Of The Bottle,Curren$Y
Locked Away,R. City Featuring Adam Levine,Locked Away,R. City
I'll Show You,Justin Bieber,I'll Show You,Justin Bieber
New Americana,Halsey,New Americana,Halsey
Death Of A Bachelor,Panic! At The Disco,Death Of A Bachelor,Panic! At The Disco
Lay It All On Me,Rudimental Featuring Ed Sheeran,Lay It All On Me,Rudimental
Right Hand,Drake,Right Hand,Drake
Come Get Her,Rae Sremmurd,Come Get Her,Rae Sremmurd
Lean & Dabb,iLoveMemphis,Lean & Dabb,iLoveMemphis
Ginza,J Balvin,Ginza,J Balvin
Trap Queen,Fetty Wap,Trap Queen,Fetty Wap
Lazarus,David Bowie,Lazarus,David Bowie
Space Oddity,David Bowie,Space Oddity,David Bowie
Under Pressure,Queen & David Bowie,Under Pressure,Queen
Blackstar,David Bowie,Blackstar,David Bowie
Used To Love You,Gwen Stefani,Used To Love You,Gwen Stefani
Gonna,Blake Shelton,Gonna,Blake Shelton
RGF Island,Fetty Wap,RGF Island,Fetty Wap
Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,Ty Dolla $ign
Where Ya At,Future Featuring Drake,Where Ya At,Future
Where Are U Now,Skrillex & Diplo With Justin Bieber,Where Are U Now,Skrillex
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,Macklemore
Top Of The World,Tim McGraw,Top Of The World,Tim McGraw
Smoke Break,Carrie Underwood,Smoke Break,Carrie Underwood
Hit The Quan,iLoveMemphis,Hit The Quan,iLoveMemphis
Burning House,Cam,Burning House,Cam
Purpose,Justin Bieber,Purpose,Justin Bieber
Liquor,Chris Brown,Liquor,Chris Brown
Stick Talk,Future,Stick Talk,Future
The Feeling,Justin Bieber Featuring Halsey,The Feeling,Justin Bieber
Zero,Chris Brown,Zero,Chris Brown
Jugg,Fetty Wap Featuring Monty,Jugg,Fetty Wap
Hallelujah,Lindsey Stirling,Hallelujah,Lindsey Stirling
Little More (Royalty),Chris Brown,Little More,Chris Brown
Mary Did You Know,Jordan Smith,Mary Did You Know,Jordan Smith
Good For You,Selena Gomez Featuring A$AP Rocky,Good For You,Selena Gomez
Cheerleader,OMI,Cheerleader,OMI
Drag Me Down,One Direction,Drag Me Down,One Direction
Burning House,Emily Ann Roberts,Burning House,Emily Ann Roberts
Climb Every Mountain,Jordan Smith,Climb Every Mountain,Jordan Smith
Back To Back,Drake,Back To Back,Drake
Nothin' Like You,Dan + Shay,Nothin' Like You,Dan + Shay
Strip It Down,Luke Bryan,Strip It Down,Luke Bryan
God Only Knows,Jordan Smith & Adam Levine,God Only Knows,Jordan Smith
Somebody To Love,Jordan Smith,Somebody To Love,Jordan Smith
Renegades,X Ambassadors,Renegades,X Ambassadors
Mark My Words,Justin Bieber,Mark My Words,Justin Bieber
Already Callin' You Mine,Parmalee,Already Callin' You Mine,Parmalee
Random,G-Eazy,Random,G-Eazy
No Pressure,Justin Bieber Featuring Big Sean,No Pressure,Justin Bieber
Sorry,Rick Ross Featuring Chris Brown,Sorry,Rick Ross
Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,Drifting,G-Eazy
My Way,Fetty Wap Featuring Monty,My Way,Fetty Wap
I'm Comin' Over,Chris Young,I'm Comin' Over,Chris Young
Photograph,Ed Sheeran,Photograph,Ed Sheeran
How Deep Is Your Love,Calvin Harris & Disciples,How Deep Is Your Love,Calvin Harris
Hallelujah,Jordan Smith,Hallelujah,Jordan Smith
No Sense,Justin Bieber Featuring Travi$ Scott,No Sense,Justin Bieber
I'd Just Love To Lay You Down,Barrett Baber,I'd Just Love To Lay You Down,Barrett Baber
Daddy,PSY Featuring CL,Daddy,PSY
Girls Just Want To Have Fun,Madi Davis,Girls Just Want To Have Fun,Madi Davis
Let Me See Ya Girl,Cole Swindell,Let Me See Ya Girl,Cole Swindell
Remedy,Adele,Remedy,Adele
Life Is Worth Living,Justin Bieber,Life Is Worth Living,Justin Bieber
Love Myself,Hailee Steinfeld,Love Myself,Hailee Steinfeld
Rich $ex,Future,Rich $ex,Future
Great Is Thy Faithfulness,Jordan Smith,Great Is Thy Faithfulness,Jordan Smith
Break Up With Him,Old Dominion,Break Up With Him,Old Dominion
Children,Justin Bieber,Children,Justin Bieber
Been You,Justin Bieber,Been You,Justin Bieber
If I Could Fly,One Direction,If I Could Fly,One Direction
Olivia,One Direction,Olivia,One Direction
We Are,Justin Bieber Featuring Nas,We Are,Justin Bieber
Get Used To It,Justin Bieber,Get Used To It,Justin Bieber
A.M.,One Direction,A.M.,One Direction
Temporary Fix,One Direction,Temporary Fix,One Direction
Trust,Justin Bieber,Trust,Justin Bieber
Never Enough,One Direction,Never Enough,One Direction
Shut Up And Dance,WALK THE MOON,Shut Up And Dance,WALK THE MOON
Thinking Out Loud,Ed Sheeran,Thinking Out Loud,Ed Sheeran
Fight Song,Rachel Platten,Fight Song,Rachel Platten
Writing's On The Wall,Sam Smith,Writing's On The Wall,Sam Smith
Anything Goes,Florida Georgia Line,Anything Goes,Florida Georgia Line
Cool For The Summer,Demi Lovato,Cool For The Summer,Demi Lovato
Comfortable,K Camp,Comfortable,K Camp
Save It For A Rainy Day,Kenny Chesney,Save It For A Rainy Day,Kenny Chesney
Diamonds Dancing,Drake & Future,Diamonds Dancing,Drake
Traveller,Chris Stapleton,Traveller,Chris Stapleton
Halo,Jordan Smith,Halo,Jordan Smith
Hold My Hand,Jess Glynne,Hold My Hand,Jess Glynne
Levels,Nick Jonas,Levels,Nick Jonas
Want To Want Me,Jason Derulo,Want To Want Me,Jason Derulo
All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You,Meek Mill
Scholarships,Drake & Future,Scholarships,Drake
Digital Dash,Drake & Future,Digital Dash,Drake
Sugar,Maroon 5,Sugar,Maroon 5
Marvin Gaye,Charlie Puth Featuring Meghan Trainor,Marvin Gaye,Charlie Puth
Home,One Direction,Home,One Direction
Used To Love You Sober,Kane Brown,Used To Love You Sober,Kane Brown
Gonna Wanna Tonight,Chase Rice,Gonna Wanna Tonight,Chase Rice
Nothing But Trouble (Instagram Models),Lil Wayne & Charlie Puth,Nothing But Trouble,Lil Wayne
Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley,Powerful,Major Lazer
100,The Game Featuring Drake,100,The Game
Flex (Ooh Ooh Ooh),Rich Homie Quan,Flex,Rich Homie Quan
Worth It,Fifth Harmony Featuring Kid Ink,Worth It,Fifth Harmony
Lose My Mind,Brett Eldredge,Lose My Mind,Brett Eldredge
This Could Be Us,Rae Sremmurd,This Could Be Us,Rae Sremmurd
"John Cougar, John Deere, John 3:16",Keith Urban,"John Cougar, John Deere, John 3:16",Keith Urban
Live From The Gutter,Drake & Future,Live From The Gutter,Drake
I'm The Plug,Drake & Future,I'm The Plug,Drake
Can't Sleep Love,Pentatonix,Can't Sleep Love,Pentatonix
Earned It (Fifty Shades Of Grey),The Weeknd,Earned It,The Weeknd
Bad Blood,Taylor Swift Featuring Kendrick Lamar,Bad Blood,Taylor Swift
El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,El Perdon,Nicky Jam
House Party,Sam Hunt,House Party,Sam Hunt
Fly,Maddie & Tae,Fly,Maddie
Change Locations,Drake & Future,Change Locations,Drake
Love Me,The 1975,Love Me,The 1975
Uma Thurman,Fall Out Boy,Uma Thurman,Fall Out Boy
Planez,Jeremih Featuring J. Cole,Planez,Jeremih
Buy Me A Boat,Chris Janson,Buy Me A Boat,Chris Janson
Plastic Bag,Drake & Future,Plastic Bag,Drake
Jersey,Future,Jersey,Future
Cecilia And The Satellite,Andrew McMahon In The Wilderness,Cecilia And The Satellite,Andrew McMahon In The Wilderness
Ghost Town,Adam Lambert,Ghost Town,Adam Lambert
Hold Each Other,A Great Big World Featuring FUTURISTIC,Hold Each Other,A Great Big World
Infinity,One Direction,Infinity,One Direction
Black Magic,Little Mix,Black Magic,Little Mix
30 For 30 Freestyle,Drake,30 For 30 Freestyle,Drake
Kick The Dust Up,Luke Bryan,Kick The Dust Up,Luke Bryan
Classic Man,Jidenna Featuring Roman GianArthur,Classic Man,Jidenna
"Honey, I'm Good.",Andy Grammer,"Honey, I'm Good.",Andy Grammer
Crash And Burn,Thomas Rhett,Crash And Burn,Thomas Rhett
Runnin' (Lose It All),Naughty Boy Featuring Beyonce & Arrow Benjamin,Runnin',Naughty Boy
"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,"I Don't Like It, I Love It",Flo Rida
Alright,Kendrick Lamar,Alright,Kendrick Lamar
R.I.C.O.,Meek Mill Featuring Drake,R.I.C.O.,Meek Mill
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,Omarion
Tell Your Friends,The Weeknd,Tell Your Friends,The Weeknd
Hell Of A Night,Dustin Lynch,Hell Of A Night,Dustin Lynch
She's Kinda Hot,5 Seconds Of Summer,She's Kinda Hot,5 Seconds Of Summer
About You,Trey Songz,About You,Trey Songz
Real Life,Jake Owen,Real Life,Jake Owen
Should've Been Us,Tori Kelly,Should've Been Us,Tori Kelly
Firestone,Kygo Featuring Conrad,Firestone,Kygo
Loving You Easy,Zac Brown Band,Loving You Easy,Zac Brown Band
Prisoner,The Weeknd Featuring Lana Del Rey,Prisoner,The Weeknd
Dark Times,The Weeknd Featuring Ed Sheeran,Dark Times,The Weeknd
Beautiful Now,Zedd Featuring Jon Bellion,Beautiful Now,Zedd
Real Life,The Weeknd,Real Life,The Weeknd
Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",Rotten To The Core,Dove Cameron
Burn Slow,Wiz Khalifa Featuring Rae Sremmurd,Burn Slow,Wiz Khalifa
Do It Again,Pia Mia Featuring Chris Brown & Tyga,Do It Again,Pia Mia
One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,One Man Can Change The World,Big Sean
Cheyenne,Jason Derulo,Cheyenne,Jason Derulo
Omen,Disclosure Featuring Sam Smith,Omen,Disclosure
Shameless,The Weeknd,Shameless,The Weeknd
The Night Is Still Young,Nicki Minaj,The Night Is Still Young,Nicki Minaj
Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",Hey Mama,David Guetta
Roots,Imagine Dragons,Roots,Imagine Dragons
Losers,The Weeknd Featuring Labrinth,Losers,The Weeknd
Young & Crazy,Frankie Ballard,Young & Crazy,Frankie Ballard
Jet Black Heart,5 Seconds Of Summer,Jet Black Heart,5 Seconds Of Summer
B**** Better Have My Money,Rihanna,B**** Better Have My Money,Rihanna
Love Me Like You Do,Ellie Goulding,Love Me Like You Do,Ellie Goulding
Nasty Freestyle,T-Wayne,Nasty Freestyle,T-Wayne
Straight Outta Compton,N.W.A,Straight Outta Compton,N.W.A
Boyz-N-The Hood,Eazy-E,Boyz-N-The Hood,Eazy-E
Be Real,Kid Ink Featuring DeJ Loaf,Be Real,Kid Ink
Sangria,Blake Shelton,Sangria,Blake Shelton
Kiss You In The Morning,Michael Ray,Kiss You In The Morning,Michael Ray
One Hell Of An Amen,Brantley Gilbert,One Hell Of An Amen,Brantley Gilbert
High By The Beach,Lana Del Rey,High By The Beach,Lana Del Rey
I'm To Blame,Kip Moore,I'm To Blame,Kip Moore
Talking Body,Tove Lo,Talking Body,Tove Lo
Like A Wrecking Ball,Eric Church,Like A Wrecking Ball,Eric Church
Wet Dreamz,J. Cole,Wet Dreamz,J. Cole
Tonight Looks Good On You,Jason Aldean,Tonight Looks Good On You,Jason Aldean
Fun,Pitbull Featuring Chris Brown,Fun,Pitbull
How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",How Many Times,DJ Khaled
Fly Away,5 Seconds Of Summer,Fly Away,5 Seconds Of Summer
You Know You Like It,DJ Snake & AlunaGeorge,You Know You Like It,DJ Snake
If Only,Dove Cameron,If Only,Dove Cameron
Commas,Future,Commas,Future
100 Grandkids,Mac Miller,100 Grandkids,Mac Miller
Take Your Time,Sam Hunt,Take Your Time,Sam Hunt
Slow Motion,Trey Songz,Slow Motion,Trey Songz
Charged Up,Drake,Charged Up,Drake
Love You Like That,Canaan Smith,Love You Like That,Canaan Smith
This Summer's Gonna Hurt...,Maroon 5,This Summer's Gonna Hurt...,Maroon 5
Crushin' It,Brad Paisley,Crushin' It,Brad Paisley
The Matrimony,Wale Featuring Usher,The Matrimony,Wale
Good Thing,Sage The Gemini Featuring Nick Jonas,Good Thing,Sage The Gemini
Girl Crush,Little Big Town,Girl Crush,Little Big Town
Elastic Heart,Sia,Elastic Heart,Sia
Shake It Off,Taylor Swift,Shake It Off,Taylor Swift
No Sleeep,Janet Featuring J. Cole,No Sleeep,Janet
Fire N Gold,Bea Miller,Fire N Gold,Bea Miller
Love Me Like You Mean It,Kelsea Ballerini,Love Me Like You Mean It,Kelsea Ballerini
Bright,Echosmith,Bright,Echosmith
Kings Never Die,Eminem Featuring Gwen Stefani,Kings Never Die,Eminem
Yoga,Janelle Monae & Jidenna,Yoga,Janelle Monae
Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull,Back It Up,Prince Royce
Like I Can,Sam Smith,Like I Can,Sam Smith
Baby Be My Love Song,Easton Corbin,Baby Be My Love Song,Easton Corbin
Sippin' On Fire,Florida Georgia Line,Sippin' On Fire,Florida Georgia Line
Blow A Bag,Future,Blow A Bag,Future
Tear In My Heart,twenty one pilots,Tear In My Heart,twenty one pilots
Dance Like We're Making Love,Ciara,Dance Like We're Making Love,Ciara
Somebody,Natalie La Rose Featuring Jeremih,Somebody,Natalie La Rose
Style,Taylor Swift,Style,Taylor Swift
Don't It,Billy Currington,Don't It,Billy Currington
Little Toy Guns,Carrie Underwood,Little Toy Guns,Carrie Underwood
I Really Like You,Carly Rae Jepsen,I Really Like You,Carly Rae Jepsen
Lord Knows,Meek Mill,Lord Knows,Meek Mill
Jump Out The Face,Meek Mill Featuring Future,Jump Out The Face,Meek Mill
Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B,Hood Go Crazy,Tech N9Ne
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,Flo Rida
Love Is Your Name,Steven Tyler,Love Is Your Name,Steven Tyler
Bad For You,Meek Mill Featuring Nicki Minaj,Bad For You,Meek Mill
Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,Diamond Rings And Old Barstools,Tim McGraw
Smoke,A Thousand Horses,Smoke,A Thousand Horses
Brother,NEEDTOBREATHE Featuring Gavin DeGraw,Brother,NEEDTOBREATHE
Budapest,George Ezra,Budapest,George Ezra
Blank Space,Taylor Swift,Blank Space,Taylor Swift
Coffee,Miguel,Coffee,Miguel
Know Yourself,Drake,Know Yourself,Drake
Flashlight,Jessie J,Flashlight,Jessie J
Dear Future Husband,Meghan Trainor,Dear Future Husband,Meghan Trainor
One Last Time,Ariana Grande,One Last Time,Ariana Grande
Energy,Drake,Energy,Drake
Wild Child,Kenny Chesney With Grace Potter,Wild Child,Kenny Chesney
I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi",I Need Your Love,Shaggy
B**** I'm Madonna,Madonna Featuring Nicki Minaj,B**** I'm Madonna,Madonna
Pretty Girls,Britney Spears & Iggy Azalea,Pretty Girls,Britney Spears
Check,Young Thug,Check,Young Thug
Blessings,Big Sean Featuring Drake,Blessings,Big Sean
Lay Me Down,Sam Smith,Lay Me Down,Sam Smith
Sparks,Hilary Duff,Sparks,Hilary Duff
Believe,Mumford & Sons,Believe,Mumford
I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,I Don't Get Tired,Kevin Gates
Flicka Da Wrist,Chedda Da Connect,Flicka Da Wrist,Chedda Da Connect
Nasty,Bandit Gang Marco Featuring Dro,Nasty,Bandit Gang Marco
Time Of Our Lives,Pitbull & Ne-Yo,Time Of Our Lives,Pitbull
Chains,Nick Jonas,Chains,Nick Jonas
3500,Travi$ Scott Featuring Future & 2 Chainz,3500,Travi$ Scott
All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day,Kanye West
I Want You To Know,Zedd Featuring Selena Gomez,I Want You To Know,Zedd
L$D,A$AP Rocky,L$D,A$AP Rocky
Everyday,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,Everyday,A$AP Rocky
Phenomenal,Eminem,Phenomenal,Eminem
"Ulay, Oh",How I Became The Bomb,"Ulay, Oh",How I Became The Bomb
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,Nicki Minaj
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,Rihanna
Electric Body,A$AP Rocky Featuring ScHoolboy Q,Electric Body,A$AP Rocky
You Changed Me,Jamie Foxx Featuring Chris Brown,You Changed Me,Jamie Foxx
Get Low,Dillon Francis & DJ Snake,Get Low,Dillon Francis
All About That Bass,Meghan Trainor,All About That Bass,Meghan Trainor
Homegrown,Zac Brown Band,Homegrown,Zac Brown Band
Heartbeat Song,Kelly Clarkson,Heartbeat Song,Kelly Clarkson
I Bet,Ciara,I Bet,Ciara
King Kunta,Kendrick Lamar,King Kunta,Kendrick Lamar
Raise 'Em Up,Keith Urban Featuring Eric Church,Raise 'Em Up,Keith Urban
Please,Sawyer Fredericks,Please,Sawyer Fredericks
Feeling Myself,Nicki Minaj Featuring Beyonce,Feeling Myself,Nicki Minaj
Take Me To Church,Hozier,Take Me To Church,Hozier
Ayo,Chris Brown & Tyga,Ayo,Chris Brown
Old Man,Sawyer Fredericks,Old Man,Sawyer Fredericks
Change My Mind,Meghan Linsey,Change My Mind,Meghan Linsey
She Don't Love You,Eric Paslay,She Don't Love You,Eric Paslay
Games,Luke Bryan,Games,Luke Bryan
Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,Rae Sremmurd
I'm Not The Only One,Sam Smith,I'm Not The Only One,Sam Smith
A Guy Walks Into A Bar,Tyler Farr,A Guy Walks Into A Bar,Tyler Farr
Geronimo,Sheppard,Geronimo,Sheppard
Say You Do,Dierks Bentley,Say You Do,Dierks Bentley
Nothing Without Love,Nate Ruess,Nothing Without Love,Nate Ruess
Beautiful Life,Nick Fradiani,Beautiful Life,Nick Fradiani
A Thousand Years,Sawyer Fredericks,A Thousand Years,Sawyer Fredericks
Lips Are Movin,Meghan Trainor,Lips Are Movin,Meghan Trainor
Ain't Worth The Whiskey,Cole Swindell,Ain't Worth The Whiskey,Cole Swindell
Nobody Love,Tori Kelly,Nobody Love,Tori Kelly
American Oxygen,Rihanna,American Oxygen,Rihanna
Shine On,Sawyer Fredericks,Shine On,Sawyer Fredericks
10 Bands,Drake,10 Bands,Drake
Centuries,Fall Out Boy,Centuries,Fall Out Boy
Simple Man,Sawyer Fredericks,Simple Man,Sawyer Fredericks
Infinity,Mariah Carey,Infinity,Mariah Carey
Legend,Drake,Legend,Drake
Hallelujah,Panic! At The Disco,Hallelujah,Panic! At The Disco
I Don't Mind,Usher Featuring Juicy J,I Don't Mind,Usher
Riptide,Vance Joy,Riptide,Vance Joy
Drinking Class,Lee Brice,Drinking Class,Lee Brice
Outside,Calvin Harris Featuring Ellie Goulding,Outside,Calvin Harris
Little Red Wagon,Miranda Lambert,Little Red Wagon,Miranda Lambert
Make It Rain,Koryn Hawthorne,Make It Rain,Koryn Hawthorne
Ride Out,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",Ride Out,Kid Ink
Trouble,Iggy Azalea Featuring Jennifer Hudson,Trouble,Iggy Azalea
Iris,Sawyer Fredericks,Iris,Sawyer Fredericks
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,Nicki Minaj
Jealous,Nick Jonas,Jealous,Nick Jonas
Stay With Me,Sam Smith,Stay With Me,Sam Smith
Lonely Eyes,Chris Young,Lonely Eyes,Chris Young
Bills,LunchMoney Lewis,Bills,LunchMoney Lewis
Prayer In C,Lillywood & Robin Schulz,Prayer In C,Lillywood
Imagine,Sawyer Fredericks,Imagine,Sawyer Fredericks
House Of The Rising Sun,Kimberly Nichole,House Of The Rising Sun,Kimberly Nichole
I Don't F**k With You,Big Sean Featuring E-40,I Don't F**k With You,Big Sean
11-Jul,Beyonce,11-Jul,Beyonce
Homegrown Honey,Darius Rucker,Homegrown Honey,Darius Rucker
Go Hard Or Go Home,Wiz Khalifa & Iggy Azalea,Go Hard Or Go Home,Wiz Khalifa
Immortals,Fall Out Boy,Immortals,Fall Out Boy
Good Lovin,Ludacris Featuring Miguel,Good Lovin,Ludacris
Goodbye,Who Is Fancy,Goodbye,Who Is Fancy
Animals,Maroon 5,Animals,Maroon 5
Night Changes,One Direction,Night Changes,One Direction
She Knows,Ne-Yo Featuring Juicy J,She Knows,Ne-Yo
I Bet My Life,Imagine Dragons,I Bet My Life,Imagine Dragons
CoCo,O.T. Genasis,CoCo,O.T. Genasis
Apparently,J. Cole,Apparently,J. Cole
I See You,Luke Bryan,I See You,Luke Bryan
Failure,Breaking Benjamin,Failure,Breaking Benjamin
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,Lonely Tonight,Blake Shelton
Baby Blue,Action Bronson Featuring Chance The Rapper,Baby Blue,Action Bronson
Just Gettin' Started,Jason Aldean,Just Gettin' Started,Jason Aldean
Make Me Wanna,Thomas Rhett,Make Me Wanna,Thomas Rhett
Chandelier,Sia,Chandelier,Sia
No Type,Rae Sremmurd,No Type,Rae Sremmurd
The Blacker The Berry,Kendrick Lamar,The Blacker The Berry,Kendrick Lamar
Mean To Me,Brett Eldredge,Mean To Me,Brett Eldredge
Fairly Local,twenty one pilots,Fairly Local,twenty one pilots
The Heart Wants What It Wants,Selena Gomez,The Heart Wants What It Wants,Selena Gomez
You're So Beautiful,Empire Cast Featuring Jussie Smollett & Yazz,You're So Beautiful,Empire Cast
Wesley's Theory,Kendrick Lamar Featuring George Clinton & Thundercat,Wesley's Theory,Kendrick Lamar
I Lived,OneRepublic,I Lived,OneRepublic
These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",These Walls,Kendrick Lamar
Institutionalized,"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",Institutionalized,Kendrick Lamar
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree,James Newton Howard
Ghost,Ella Henderson,Ghost,Ella Henderson
Masterpiece,Jessie J,Masterpiece,Jessie J
Conqueror,Empire Cast Featuring Estelle & Jussie Smollett,Conqueror,Empire Cast
What We Ain't Got,Jake Owen,What We Ain't Got,Jake Owen
Love Me Harder,Ariana Grande & The Weeknd,Love Me Harder,Ariana Grande
Sun Daze,Florida Georgia Line,Sun Daze,Florida Georgia Line
Like A Cowboy,Randy Houser,Like A Cowboy,Randy Houser
Talladega,Eric Church,Talladega,Eric Church
Adore,Cashmere Cat Featuring Ariana Grande,Adore,Cashmere Cat
Monster,Meek Mill,Monster,Meek Mill
Sledgehammer,Fifth Harmony,Sledgehammer,Fifth Harmony
Try Me,DeJ Loaf,Try Me,DeJ Loaf
Not For Long,B.o.B Featuring Trey Songz,Not For Long,B.o.B
Glory,Common & John Legend,Glory,Common
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,Jessie J
First Kiss,Kid Rock,First Kiss,Kid Rock
Often,The Weeknd,Often,The Weeknd
