song,artist,genre
A Million To One/Young Love,Donny Osmond,
There It Is,Tyrone Davis,
Nobody Wants You When You're Down And Out,Bobby Womack,R&B
Sweet Charlie Babe,Jackie Moore,R&B
Future Shock,Curtis Mayfield,R&B
Just Don't Want To Be Lonely,Ronnie Dyson,R&B
Don't Let It End,The Miracles,R&B
All I Need Is Time,Gladys Knight,R&B
Twisting The Night Away,Rod Stewart,
The Peacemaker,Albert Hammond,Rock
Queen Of The Roller Derby,Leon Russell,Rock
"They're Coming To Take Me Away, Ha-Haaa!",Napoleon XIV,Pop
Hang Loose,Mandrill,R&B
Are You Man Enough,Four Tops,R&B
Monster Mash,"Bobby ""Boris"" Pickett",Pop
Uneasy Rider,Charlie Daniels,Country
"Bad, Bad Leroy Brown",Jim Croce,Singer & Songwriter
Slick,Willie Hutch,R&B
Show Biz Kids,Steely Dan,Rock
Make Up Your Mind,The J. Geils Band,Rock
Soul Je T'aime,Sylvia,
How Can I Tell Her,Lobo,Rock
You Light Up My Life/Believe In Humanity,Carole King,
I Was Checkin' Out She Was Checkin' In,Don Covay,R&B
Baby I've Been Missing You,The Independents,Pop
Diamond Girl,Seals,Pop
The Hurt,Cat Stevens,Pop
Smoke On The Water,Deep Purple,Rock
Billion Dollar Babies,Alice Cooper,Rock
Until It's Time For You To Go,The New Birth,R&B
Yesterday Once More,Carpenters,Pop
So Very Hard To Go,Tower Of Power,Pop
Shambala,Three Dog Night,Pop
Behind Closed Doors,Charlie Rich,Country
Clouds,David Gates,Pop
Everyone's Agreed That Everything Will Turn Out Fine,Stealers Wheel,
Bongo Rock,The Incredible Bongo Band,
"Love, Love, Love",Donny Hathaway,R&B
Top Of The World,Lynn Anderson,Country
Stay Away From Me,The Sylvers,R&B
Natural High,Bloodstone,Pop
Money,Pink Floyd,Rock
Will It Go Round In Circles,Billy Preston,R&B
Boogie Woogie Bugle Boy,Bette Midler,Pop
Right Place Wrong Time,Dr. John,Pop
Misdemeanor,Foster Sylvers,R&B
Playground In My Mind,Clint Holmes,Rock
Where Peaceful Waters Flow,Gladys Knight,R&B
Sixty Minute Man/Mother-In-Law,Clarence Carter,
One Tin Soldier,Coven,
The Long Way Home,Neil Diamond,Pop
Sylvia,Focus,Pop
Long Train Runnin',The Doobie Brothers,Rock
Soul Makossa,Manu Dibango,African Music
I'll Always Love My Mama,The Intruders,R&B
Give Me Love -,George Harrison,Rock
Kodachrome,Paul Simon,Pop
There's No Me Without You,The Manhattans,Pop
Satin Sheets,Jeanne Pruett,Country
Didn't I,Sylvia (r&b),Metal
"Lord, Mr. Ford",Jerry Reed,Country
Think,James Brown,R&B
Doing It To Death,Fred Wesley,R&B
My Love,Paul McCartney,Rock
Over The Hills And Far Away,Led Zeppelin,Rock
Roll Over Beethoven,Electric Light Orchestra,Rock
Darling Come Back Home,Eddie Kendricks,R&B
It's Forever,The Ebonys,R&B
Pillow Talk,Sylvia (r&b),Metal
Tequila Sunrise,Eagles,Pop
I'm Gonna Love You Just A Little More Baby,Barry White,R&B
"Never, Never, Never",Shirley Bassey,Pop
L.a. Freeway,Jerry Jeff Walker,Country
One Of A Kind,The Spinners,R&B
Soul Makossa,Afrique,R&B
"Daddy Could Swear, I Declare",Gladys Knight,R&B
Time To Get Down,The O'Jays,Pop
Goin' Home,The Osmonds,Pop
Finder's Keepers,Chairman Of The Board,
Give Your Baby A Standing Ovation,The Dells,Pop
He Did With Me,Vicki Lawrence,Pop
There You Go,Edwin Starr,R&B
Sunshine,Mickey Newbury,Country
Smoke! Smoke! Smoke!,Commander Cody,Pop
Friend Of Mine,Bill Withers,Pop
Watergrate,Dickie Goodman,Films/Games
The Plastic Man,The Temptations,
And I Love You So,Perry Como,Pop
Swamp Witch,Jim Stafford,Rock
Blockbuster,The Sweet,Rock
I'd Rather Be A Cowboy,John Denver,Rock
Roland The Roadie And Gertrude The Groupie,Dr. Hook,Pop
My Merry-go-round,Johnny Nash,Pop
Black Byrd,Donald Byrd,Jazz
You Were Always There,Donna Fargo,Country
Frankenstein,Edgar Winter Group,Rock
Hey You! Get Off My Mountain,The Dramatics,R&B
You'll Never Get To Heaven,The Stylistics,R&B
Be What You Are,The Staple Singers,Dance
Brother's Gonna Work It Out,Willie Hutch,R&B
Giving It All Away,Roger Daltrey,Rock
Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn,Pop
I'm Doin' Fine Now,New York City,R&B
Daniel,Elton John,Pop
Give It To Me,The J. Geils Band,Rock
Drift Away,Dobie Gray,
What About Me,Anne Murray,Country
First Cut Is The Deepest,Keith Hampshire,
You Always Come Back,Johnny Rodriguez,Country
Hello Stranger,Fire,
You Are The Sunshine Of My Life,Stevie Wonder,R&B
Let's Pretend,Raspberries,Pop
Back When My Hair Was Short,Gunhill Road,Pop
The Free Electric Band,Albert Hammond,Pop
Love And Happiness,Earnest Jackson,Soul & Funk
Kids Say The Darndest Things,Tammy Wynette,Country
Wildflower,Skylark,Rock
Hocus Pocus,Focus,Pop
No More Mr. Nice Guy,Alice Cooper,Rock
Leaving Me,The Independents,Pop
Stuck In The Middle With You,Stealers Wheel,Rock
Steamroller Blues/Fool,Elvis Presley,
Close Your Eyes,Edward Bear,
Letter To Lucille,Tom Jones,Pop
Funky Worm,Ohio Players,R&B
Mother-in-law,Clarence Carter,
Teddy Bear Song,Barbara Fairchild,Pop
Shambala,B.W. Stevenson,Pop
I Can Make It Thru The Days,Ray Charles,
I Don't Want To Make You Wait,The Delfonics,Pop
My Heart Just Keeps On Breakin',The Chi-lites,
Avenging Annie,Andy Pratt,Rock
Little Willy,The Sweet,Rock
The Night The Lights Went Out In Georgia,Vicki Lawrence,Pop
Reeling In The Years,Steely Dan,Pop
Thinking Of You,Loggins,Pop
The Right Thing To Do,Carly Simon,Pop
Super Fly Meets Shaft,John,
Music Everywhere,Tufano,Pop
With A Child's Heart,Michael Jackson,R&B
I Can Understand It,The New Birth,Pop
"It Sure Took A Long, Long Time",Lobo,Rock
You Can't Always Get What You Want,The Rolling Stones,Rock
I' Been Watchin' You,The South Side Movement,
Without You In My Life,Tyrone Davis,
Fencewalk,Mandrill,R&B
I Like You,Donovan,Rock
Hearts Of Stone,The Blue Ridge Rangers,
Isn't It About Time,Stephen Stills-Manassas,
A Passion Play,Jethro Tull,Rock
What's Your Mama's Name,Tanya Tucker,Country
The Cisco Kid,War,R&B
Drinking Wine Spo-dee O'dee,Jerry Lee Lewis,Rock
Armed And Extremely Dangerous,First Choice,Pop
Bad Weather,The Supremes,Pop
Don't Let It Get You Down,The Crusaders,Jazz
Come Live With Me,Roy Clark,Country
Together We Can Make Such Sweet Music,The Spinners,R&B
Out Of The Question,Gilbert O'Sullivan,Pop
Your Side Of The Bed,Mac Davis,Country
Daisy A Day,Jud Strunk,Country
I Knew Jesus,Glen Campbell,Country
I'm A Stranger Here,Five Man Electrical Band,Rock
What A Shame,Foghat,Pop
California Saga,The Beach Boys,Pop
Outlaw Man,David Blue,Rock
Cum On Feel The Noize,Slade,Pop
I'm Leavin' You,Engelbert Humperdinck,
Sing,Carpenters,Pop
The Twelfth Of Never,Donny Osmond,
Masterpiece,The Temptations,R&B
Only In Your Heart,America,Rock
It's Hard To Stop,Betty Wright,Rock
Peaceful,Helen Reddy,Pop
Cosmic Sea,The Mystic Moods,
A Little Bit Like Magic,King Harvest,Rock
Working Class Hero,Tommy Roe,Pop
Walk On The Wild Side,Lou Reed,Rock
"""Cherry Cherry"" from Hot August Night",Neil Diamond,Pop
Blue Suede Shoes,Johnny Rivers,Pop
"Pinball Wizard/See Me, Feel Me",The New Seekers,Pop
Hallelujah Day,Jackson 5,R&B
Dueling Tubas,Martin Mull,Pop
Ain't No Woman,Four Tops,
Neither One Of Us,Gladys Knight,R&B
Stir It Up,Johnny Nash,Pop
Killing Me Softly With His Song,Roberta Flack,
One Man Band,Ronnie Dyson,R&B
Who Was It?,Hurricane Smith,Pop
Dancing To Your Music,Archie Bell,R&B
If We Try,Don McLean,Rock
Break Up To Make Up,The Stylistics,R&B
Danny's Song,Anne Murray,Pop
Oh La De Da,The Staple Singers,R&B
Step By Step,Joe Simon,R&B
Always,Luther Ingram,R&B
Cindy Incidentally,Faces,Pop
Everything's Been Changed,The 5th Dimension,Pop
People Are Changin',Timmy Thomas,R&B
Am I Black Enough For You,Billy Paul,R&B
Only Love,Bill Quateman,Rock
Let Me Down Easy,Cornelius Brothers,R&B
Call Me,Al Green,R&B
Space Oddity,David Bowie,Pop
Across 110th Street,Bobby Womack,R&B
The Lord Knows I'm Drinking,Cal Smith,Country
Nobody Wins,Brenda Lee,Pop
Last Tango In Paris,Herb Alpert,Jazz
Fool Like You,Tim Moore,Pop
Also Sprach Zarathustra,Deodato,Jazz
Love Train,The O'Jays,Pop
Dead Skunk,Loudon Wainwright III,Pop
A Letter To Myself,The Chi-lites,
Bitter Bad,Melanie,Pop
Down And Out In New York City,James Brown,R&B
Let Your Yeah Be Yeah,Brownsville Station,Rock
Superman,Donna Fargo,Country
Cook With Honey,Judy Collins,Pop
"Mama Was A Rock And Roll Singer, Papa Used To Write All Her Songs Part 1",Sonny,
Delta Queen,Don Fardon,Pop
If I Could Only Be Sure,Nolan Porter,Soul & Funk
Friend And A Lover,The Partridge Family Starring Shirley Jones,
Last Song,Edward Bear,Pop
"The Cover Of ""Rolling Stone""",Dr. Hook,Pop
Hummingbird,Seals,Pop
Dueling Banjos,Deliverance/Eric Weissberg,
Master Of Eyes,Aretha Franklin,Pop
Yesterday I Had The Blues,Harold Melvin,Pop
Gudbuy T' Jane,Slade,Pop
Aubrey,Bread,Rock
River Road,Uncle Dog,Rock
Mr. Magic Man,Wilson Pickett,R&B
Could It Be I'm Falling In Love,The Spinners,R&B
I'm Just A Singer,The Moody Blues,Pop
Daddy's Home,Jermaine Jackson,Pop
Kissing My Love,Bill Withers,Pop
Big City Miss Ruth Ann,Gallery,Country
Do You Want To Dance?,Bette Midler,Pop
One Less Set Of Footsteps,Jim Croce,Rock
Good Morning Heartache,Diana Ross,Films/Games
If You Gotta Break Another Heart,Albert Hammond,
Hello Hurray,Alice Cooper,
Pardon Me Sir,Joe Cocker,Pop
Saw A New Morning,Bee Gees,Pop
Wish That I Could Talk To You,The Sylvers,R&B
Crocodile Rock,Elton John,Pop
Rocky Mountain High,John Denver,Country
Give Me Your Love,Barbara Mason,R&B
Soul Song,Joe Stampley,Country
Love Is What You Make It,The Grass Roots,Pop
Do It In The Name Of Love,Candi Staton,R&B
Magic Woman Touch,The Hollies,Rock
Dream Me Home,Mac Davis,Country
Kufanya Mapenzi,Ramsey Lewis,Jazz
Dancing In The Moonlight,King Harvest,Rock
You're So Vain,Carly Simon,Pop
Don't Expect Me To Be Your Friend,Lobo,Rock
The Message,Cymande,R&B
"Boo, Boo, Don't 'Cha Be Blue",Tommy James,Pop
Keep On Singing,Austin Roberts,Rock
One Man Parade,James Taylor,Pop
Rosanna,Dennis Yost,Pop
"Names, Tags, Numbers & Labels",The Association,Pop
Jambalaya,The Blue Ridge Rangers,
Rosalie,Sam Neely,
Don't Cross The River,America,Rock
Peaceful Easy Feeling,Eagles,Pop
Follow Your Daughter Home,The Guess Who,Pop
Lost Horizon,Shawn Phillips,
Bell Bottom Blues,Eric Clapton,Rock
"Stop, Wait & Listen",Circus,Pop
Do It Again,Steely Dan,Rock
Dreidel,Don McLean,Pop
"Oh, Babe, What Would You Say?",Hurricane Smith,Rock
I Got Ants In My Pants,James Brown,R&B
Today I Started Loving You Again,Bettye Swann,Country
Control Of Me,Les Emmerson,
Girl You Need A Change Of Mind,Eddie Kendricks,R&B
We Did It,Syl Johnson,R&B
Why Can't We Live Together,Timmy Thomas,Electro
Superstition,Stevie Wonder,R&B
"Living Together, Growing Together",The 5th Dimension,Pop
The World Is A Ghetto,War,R&B
Love Jones,Brighter Side Of Darkness,R&B
Trouble Man,Marvin Gaye,R&B
How Can I Tell You,Travis Wammack,
Palace Guard,Rick Nelson,Pop
Good Morning,Michael Redway,
Love Music,The Raiders,Pop
Your Mama Don't Dance,Kenny Loggins,Rock
Jesus Is Just Alright,The Doobie Brothers,Rock
"Hi, Hi, Hi",Wings,Rock
"You Turn Me On, I'm A Radio",Joni Mitchell,Pop
Reelin' & Rockin',Chuck Berry,Rock
Harry Hippie,Bobby Womack,R&B
Superfly,Curtis Mayfield,R&B
Happy,Bobby Darin,Pop
Don't Burn Me,Paul Kelly,Pop
Breaking Up Somebody's Home,Albert King,Rock
She's Got To Be A Saint,Ray Price,Country
Me And Mrs. Jones,Billy Paul,R&B
Separate Ways,Elvis Presley,Pop
I'm Never Gonna Be Alone Anymore,Cornelius Brothers,R&B
You've Got To Take It,The Main Ingredient,R&B
Pieces Of April,Three Dog Night,Pop
Tweedlee Dee,Little Jimmy Osmond,
Daytime Night-Time,Keith Hampshire,
Boogie Woogie Man,Paul Davis,Pop
Hot Wire,Al Green,R&B
Slow Motion,Johnny Williams,R&B
Somebody Loves You,The Whispers,
Tossin' And Turnin',Bunny Sigler,
Clair,Gilbert O'Sullivan,Pop
Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers,Pop
Don't Let Me Be Lonely Tonight,James Taylor,Rock
Funny Face,Donna Fargo,Country
Smoke Gets In Your Eyes,Blue Haze,Pop
Don't Leave Me Starvin' For Your Love,Holland-Dozier,R&B
I'll Be Your Shelter,Luther Ingram,R&B
Lucky Man,Emerson,Rock
Songman,Cashman,Rock
I Never Said Goodbye,Engelbert Humperdinck,
Fever/My Crew,Rita Coolidge,
Sugar Magnolia,Grateful Dead,Pop
We're Gonna Have A Good Time,Rare Earth,R&B
Come Softly To Me,The New Seekers,
I Wanna Be With You,Raspberries,Pop
Looking Through The Eyes Of Love,The Partridge Family Starring Shirley Jones,
Living In The Past,Jethro Tull,Rock
I Can't Stand To See You Cry,Smokey Robinson,R&B
What My Baby Needs Now Is A Little More Lovin',James Brown-Lyn Collins,Pop
Silly Wasn't I,Valerie Simpson,Pop
It Never Rains In Southern California,Albert Hammond,Rock
But I Do,Bobby Vinton,
Blind Eye/Sweet Lorraine,Uriah Heep,
If It's All Right With You,Dottie West,
Keeper Of The Castle,Four Tops,
Sitting,Cat Stevens,Folk
The Relay,The Who,
You Ought To Be With Me,Al Green,R&B
Been To Canaan,Carole King,Pop
Remember,Nilsson,Classical
Papa Was A Rollin' Stone,The Temptations,Pop
Woman To Woman,Joe Cocker,Rock
"Oh No, Not My Baby",Merry Clayton,R&B
Walk On Water,Neil Diamond,Pop
Didn't We,Barbra Streisand,Pop
We,Shawn Phillips,Rock
On And Off,Anacostia,
I Miss You Baby,Millie Jackson,R&B
One Of The Boys,Mott The Hoople,Rock
I Am Woman,Helen Reddy,Pop
Something's Wrong With Me,Austin Roberts,Pop
Sweet Surrender,Bread,Rock
I Can See Clearly Now,Johnny Nash,Pop
No,Bulldog,Alternative
If You Don't Know Me By Now,Harold Melvin,
In Heaven There Is No Beer,Clean Living,
Anthem,Wayne Newton,
One Last Time,Glen Campbell,Country
Mama Weer All Crazee Now,Slade,Pop
You Can Do Magic,Limmie,R&B
Choo Choo Mama,Ten Years After,
I'm Sorry,Joey Heatherton,Pop
Let Us Love,Bill Withers,Pop
You're A Lady,Peter Skellern,Pop
Corner Of The Sky,Jackson 5,R&B
Long Dark Road,The Hollies,Rock
You're A Lady,Dawn,Pop
Trouble In My Home/I Found My Dad,Joe Simon,
What Am I Crying For?,Dennis Yost,
Jesus Was A Capricorn,Kris Kristofferson,Country
Summer Breeze,Seals,Pop
Ventura Highway,America,Rock
I'm Stone In Love With You,The Stylistics,R&B
Crazy Horses,The Osmonds,Pop
Everybody Loves A Love Song,Mac Davis,Country
We Need Order,The Chi-lites,
The Red Back Spider,Brownsville Station,
Alive,Bee Gees,Pop
Dialogue,Chicago,Pop
Operator,Jim Croce,Rock
I Got A Bag Of My Own,James Brown,R&B
Angel,Rod Stewart,Pop
992 Arguments,The O'Jays,Pop
I Didn't Know I Loved You,Gary Glitter,Pop
Knock Knock Who's There,Mary Hopkin,Pop
Sunny Days,Lighthouse,Rock
I'll Be Around,The Spinners,R&B
I'd Love You To Want Me,Lobo,Rock
Good Time Sally,Rare Earth,R&B
The Jean Genie,David Bowie,Rock
Lies,J.J. Cale,Rock
And You And I,Yes,Rock
One Way Out,The Allman Brothers Band,Rock
Me And My Baby Got A Good Thing Going,Lyn Collins,
If I Could Reach You,The 5th Dimension,Pop
Theme From The Men,Isaac Hayes,R&B
Rock 'N Roll Soul,Grand Funk Railroad,Rock
Let It Rain,Eric Clapton,Rock
Work To Do,The Isley Brothers,R&B
One Night Affair,Jerry Butler,R&B
Baby Sitter,Betty Wright,Rock
Day And Night,The Wackers,Rock
Special Someone,The Heywoods,Pop
What Would The Children Think,Rick Springfield,Rock
I Received A Letter,Delbert,
Convention '72,The Delegates,
So Long Dixie,Blood,Rock
Wedding Song,Petula Clark,Pop
Down To The Nightclub,Tower Of Power,R&B
"Lovin' You, Lovin' Me",Candi Staton,
Annabelle,Daniel Boone,Pop
Nights In White Satin,The Moody Blues,Rock
Freddie's Dead,Curtis Mayfield,R&B
Witchy Woman,Eagles,Pop
Garden Party,Rick Nelson,Pop
American City Suite,Cashman,Rock
All The Young Dudes,Mott The Hoople,Rock
Man Sized Job,Denise LaSalle,R&B
Woman Don't Go Astray,King Floyd,Rock
Why Can't We Be Lovers,Holland-Dozier,R&B
I Guess I'll Miss The Man,The Supremes,Pop
America,Simon,Rock
Burning Love,Elvis Presley,Pop
Listen To The Music,The Doobie Brothers,Rock
Good Time Charlie's Got The Blues,Danny O'Keefe,Pop
My Ding-A-Ling,Chuck Berry,Rock
Elected,Alice Cooper,Pop
I Believe In Music,Gallery,Rock
Thunder And Lightning,Chi Coltrane,Pop
Don't Do It,The Band,Pop
That's How Love Goes,Jermaine Jackson,Pop
If You Let Me,Eddie Kendricks,Pop
I Found My Dad,Joe Simon,R&B
I Love You More Than You'll Ever Know,Donny Hathaway,R&B
Sunday Morning Sunshine,Harry Chapin,Rock
Do Ya,The Move,Rock
Spaceman,Nilsson,Pop
Ben,Michael Jackson,R&B
Starting All Over Again,Mel,R&B
Loving You Just Crossed My Mind,Sam Neely,
Poor Boy,Casey Kelly,Folk
If You Can Beat Me Rockin',Laura Lee,R&B
We Can Make It Together,Steve,Pop
Misty Blue,Joe Simon,R&B
The People Tree,Sammy Davis,Pop
Celebration,Tommy James,Pop
Suite: Man And Woman,Tony Cole,
Mama Told Me Not To Come,Wilson Pickett,R&B
Why/Lonely Boy,Donny Osmond,
Use Me,Bill Withers,Pop
Everybody Plays The Fool,The Main Ingredient,R&B
The City Of New Orleans,Arlo Guthrie,
Tight Rope,Leon Russell,Rock
Don't Ever Be Lonely,Cornelius Brothers,R&B
Can't You Hear The Song?,Wayne Newton,
Guilty,Al Green,R&B
I'll Make You Music,Beverly Bremers,Pop
Together Alone,Melanie,Folk
I Got A Thing About You Baby,Billy Lee Riley,
Roberta,Bones,
Popcorn,Hot Butter,Pop
Midnight Rider,Joe Cocker,Pop
From The Beginning,Emerson,Rock
Get On The Good Foot-Part 1,James Brown,
A Piece Of Paper,Gladstone,
 Nature Planned It,Four Tops,R&B
"Hey, You Love",Mouth,Pop
Deteriorata,National Lampoon,
Song Seller,The Raiders,Pop
Redwood Tree,Van Morrison,Rock
Baby Don't Get Hooked On Me,Mac Davis,Country
You Wear It Well,Rod Stewart,Pop
Go All The Way,Raspberries,Pop
Speak To The Sky,Rick Springfield,Rock
Back Stabbers,The O'Jays,Pop
Rock Me Baby,David Cassidy,Dance
Geronimo's Cadillac,Michael Murphey,Country
Don't Hide Your Love,Cher,Rock
Slaughter,Billy Preston,R&B
Colorado,Danny Holien,
Guess Who/Them Changes,B.B. King,
A Lonely Man/The Man & The Woman,The Chi-lites,
Runnin' Back To Saskatoon,The Guess Who,Pop
Black & White,Three Dog Night,Pop
Play Me,Neil Diamond,Pop
Saturday In The Park,Chicago,Pop
Sweet Caroline,Bobby Womack,R&B
Toast To The Fool,The Dramatics,R&B
Best Thing,Styx,Pop
"Dance, Dance, Dance",The New Seekers,Pop
The Mosquito,The Doors,Rock
Dinah Flo,Boz Scaggs,Rock
Beautiful Sunday,Daniel Boone,Pop
Honky Cat,Elton John,Pop
Alone Again,Gilbert O'Sullivan,Pop
If You Leave Me Tonight I'll Cry,Jerry Wallace,Country
Run To Me,Bee Gees,Pop
Power Of Love,Joe Simon,R&B
Easy Livin,Uriah Heep,Rock
"For Emily, Whenever I May Find Her",Simon,Folk
Think,Lyn Collins,Films/Games
"Carry Me, Carrie",Dr. Hook,Pop
One More Chance,Ocean,Films/Games
Dedicated To The One I Love,The Temprees,R&B
Sing A Song/Make Your Own Kind Of Music,Barbra Streisand,
With Pen In Hand,Bobby Goldsboro,Country
Happier Than The Morning Sun,B.J. Thomas,
"My Man, A Sweet Man",Millie Jackson,R&B
Pop That Thang,The Isley Brothers,R&B
Money Back Guarantee,Five Man Electrical Band,
I Will Never Pass This Way Again,Glen Campbell,Country
I've Got To Have You,Sammi Smith,Country
Evil Ways,Carlos Santana,
"Mean Little Woman, Rosalie",Tommy Roe,
Take Me Bak 'Ome,Slade,Pop
Rock And Roll Part 2,Gary Glitter,Pop
Brandy,Looking Glass,Pop
The Guitar Man,Bread,Rock
Long Cool Woman,The Hollies,Rock
You're Still A Young Man,Tower Of Power,Pop
Rock Me On The Water,Jackson Browne,Pop
Lady Eleanor,Lindisfarne,Rock
Keep On Running,Stevie Wonder,R&B
Buzzy Brown,Tim Davis,
I'm Still In Love With You,Al Green,R&B
You Don't Mess Around With Jim,Jim Croce,Singer & Songwriter
Join Together,The Who,Rock
Hold Your Head Up,Argent,Pop
America,Yes,Rock
"Your Wonderful, Sweet Sweet Love",The Supremes,Pop
Jackie Wilson Said,Van Morrison,Rock
Love Song,Tommy James,Pop
In Time,Engelbert Humperdinck,Pop
Whatever Turns You On,Travis Wammack,
 Close To You,Jerry Butler,R&B
Goodbye To Love,Carpenters,Pop
 I Don't Want To Be Right,Luther Ingram,R&B
Motorcycle Mama,Sailcat,Rock
Lookin' Through The Windows,Jackson 5,R&B
This World,The Staple Singers,Christian
Baby Let Me Take You,Detroit Emeralds,R&B
Zing Went The Strings Of My Heart,The Trammps,Pop
In The Quiet Morning,Joan Baez,Pop
Life And Breath,Climax,Rock
Fool's Paradise,The Sylvers,R&B
Coconut,Nilsson,Rock
The Happiest Girl In The Whole U.S.A.,Donna Fargo,Country
Sealed With A Kiss,Bobby Vinton,Pop
Sweet Inspiration/Where You Lead,Barbra Streisand,Pop
Small Beginnings,Flash,Rock
The Coldest Days Of My Life,The Chi-lites,
Put It Where You Want It,The Crusaders,Jazz
When You Say Love,Sonny,Pop
That's The Way God Planned It,Billy Preston,Rock
How Could I Let You Get Away,The Spinners,R&B
Wholy Holy,Aretha Franklin,Jazz
Summer Sun,Jamestown Massacre,
A Sunday Kind Of Love,Lenny Welch,
Daddy Don't You Walk So Fast,Wayne Newton,Country
Where Is The Love,Roberta Flack,R&B
How Do You Do?,Mouth,Pop
Gone,Joey Heatherton,Pop
Happy,The Rolling Stones,Rock
Breaking Up Is Hard To Do,The Partridge Family Starring Shirley Jones,
A Simple Man,Lobo,Rock
In The Ghetto,Candi Staton,R&B
Alabama Wild Man,Jerry Reed,Country
My Guy,Petula Clark,Pop
I'm Coming Home,Stories,Pop
Beat Me Daddy Eight To The Bar,Commander Cody,Country
Down By The River,Albert Hammond,Rock
School's Out,Alice Cooper,Pop
